;sp1;sp2;sp1_inc;sp2_inc;obs_cooccur;prob_cooccur;exp_cooccur;p_lt;p_gt;Negative_association;Positive_association;sp1_name;sp2_name;Experimento
254;2;10;34;2;0;0.014;1;0.26087;1;0;0;Ursus.spelaeus;Vulpes.lagopus;4
255;2;11;34;12;9;0.083;5.8;0.99122;0.04399;0;1;Ursus.spelaeus;Meles.meles;4
256;2;12;34;52;23;0.361;25.3;0.16826;0.9347;0;0;Ursus.spelaeus;Homo_neand;4
257;2;13;34;2;2;0.014;1;1;0.2323;0;0;Ursus.spelaeus;Homo.sapiens;4
258;3;4;6;7;0;0.009;0.6;0.51821;1;0;0;Panthera.spelaea;Panthera.leo;4
259;3;5;6;12;1;0.015;1;0.72806;0.6913;0;0;Panthera.spelaea;Panthera.pardus;4
260;3;6;6;10;0;0.012;0.9;0.38183;1;0;0;Panthera.spelaea;Felis.silvestris;4
261;3;7;6;30;3;0.037;2.6;0.78897;0.51697;0;0;Panthera.spelaea;Crocuta.crocuta;4
262;3;8;6;43;5;0.053;3.7;0.9535;0.24472;0;0;Panthera.spelaea;Canis.lupus;4
263;3;9;6;39;3;0.048;3.3;0.54729;0.76602;0;0;Panthera.spelaea;Vulpes.vulpes;4
264;3;10;6;2;1;0.002;0.2;0.99379;0.16522;0;0;Panthera.spelaea;Vulpes.lagopus;4
265;3;11;6;12;0;0.015;1;0.3087;1;0;0;Panthera.spelaea;Meles.meles;4
266;3;12;6;52;3;0.064;4.5;0.17203;0.96551;0;0;Panthera.spelaea;Homo_neand;4
267;3;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.spelaea;Homo.sapiens;4
268;4;5;7;12;0;0.017;1.2;0.25082;1;0;0;Panthera.leo;Panthera.pardus;4
269;4;6;7;10;1;0.014;1;0.73979;0.67783;0;0;Panthera.leo;Felis.silvestris;4
270;4;7;7;30;5;0.043;3;0.97849;0.11423;0;0;Panthera.leo;Crocuta.crocuta;4
271;4;8;7;43;5;0.061;4.3;0.83581;0.44604;0;0;Panthera.leo;Canis.lupus;4
272;4;9;7;39;4;0.056;3.9;0.67946;0.62895;0;0;Panthera.leo;Vulpes.vulpes;4
273;4;10;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Vulpes.lagopus;4
274;4;11;7;12;1;0.017;1.2;0.65599;0.74918;0;0;Panthera.leo;Meles.meles;4
275;4;12;7;52;3;0.074;5.2;0.06672;0.98969;0;0;Panthera.leo;Homo_neand;4
276;4;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Homo.sapiens;4
277;5;6;12;10;5;0.024;1.7;0.99895;0.0102;0;1;Panthera.pardus;Felis.silvestris;4
278;5;7;12;30;8;0.073;5.1;0.9843;0.06598;0;0;Panthera.pardus;Crocuta.crocuta;4
279;5;8;12;43;8;0.105;7.4;0.76566;0.47355;0;0;Panthera.pardus;Canis.lupus;4
280;5;9;12;39;8;0.096;6.7;0.87743;0.30453;0;0;Panthera.pardus;Vulpes.vulpes;4
281;5;10;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Vulpes.lagopus;4
282;5;11;12;12;3;0.029;2.1;0.88456;0.33565;0;0;Panthera.pardus;Meles.meles;4
283;5;12;12;52;9;0.127;8.9;0.65089;0.63129;0;0;Panthera.pardus;Homo_neand;4
284;5;13;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Homo.sapiens;4
285;6;7;10;30;5;0.061;4.3;0.79948;0.43689;0;0;Felis.silvestris;Crocuta.crocuta;4
286;6;8;10;43;7;0.088;6.1;0.82848;0.40911;0;0;Felis.silvestris;Canis.lupus;4
287;6;9;10;39;9;0.08;5.6;0.9984;0.01816;0;1;Felis.silvestris;Vulpes.vulpes;4
288;6;10;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Vulpes.lagopus;4
289;6;11;10;12;4;0.024;1.7;0.9898;0.0607;0;0;Felis.silvestris;Meles.meles;4
290;6;12;10;52;7;0.106;7.4;0.50295;0.77224;0;0;Felis.silvestris;Homo_neand;4
291;6;13;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Homo.sapiens;4
292;7;8;30;43;23;0.263;18.4;0.99468;0.02073;0;1;Crocuta.crocuta;Canis.lupus;4
293;7;9;30;39;18;0.239;16.7;0.80717;0.35183;0;0;Crocuta.crocuta;Vulpes.vulpes;4
294;7;10;30;2;1;0.012;0.9;0.81988;0.67702;0;0;Crocuta.crocuta;Vulpes.lagopus;4
295;7;11;30;12;5;0.073;5.1;0.59388;0.65585;0;0;Crocuta.crocuta;Meles.meles;4
296;7;12;30;52;21;0.318;22.3;0.33053;0.83813;0;0;Crocuta.crocuta;Homo_neand;4
297;7;13;30;2;2;0.012;0.9;1;0.18012;0;0;Crocuta.crocuta;Homo.sapiens;4
298;8;9;43;39;27;0.342;24;0.96012;0.10443;0;0;Canis.lupus;Vulpes.vulpes;4
299;8;10;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Canis.lupus;Vulpes.lagopus;4
300;8;11;43;12;10;0.105;7.4;0.98396;0.0793;0;0;Canis.lupus;Meles.meles;4
301;8;12;43;52;30;0.456;31.9;0.21024;0.91706;0;0;Canis.lupus;Homo_neand;4
302;8;13;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Canis.lupus;Homo.sapiens;4
303;9;10;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Vulpes.lagopus;4
304;9;11;39;12;10;0.096;6.7;0.99475;0.03304;0;1;Vulpes.vulpes;Meles.meles;4
305;9;12;39;52;29;0.414;29;0.616;0.60021;0;0;Vulpes.vulpes;Homo_neand;4
306;9;13;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Homo.sapiens;4
307;10;11;2;12;0;0.005;0.3;0.68447;1;0;0;Vulpes.lagopus;Meles.meles;4
308;10;12;2;52;0;0.021;1.5;0.06335;1;0;0;Vulpes.lagopus;Homo_neand;4
309;10;13;2;2;0;0.001;0.1;0.94327;1;0;0;Vulpes.lagopus;Homo.sapiens;4
310;11;12;12;52;9;0.127;8.9;0.65089;0.63129;0;0;Meles.meles;Homo_neand;4
311;11;13;12;2;0;0.005;0.3;0.68447;1;0;0;Meles.meles;Homo.sapiens;4
312;12;13;52;2;0;0.021;1.5;0.06335;1;0;0;Homo_neand;Homo.sapiens;4
313;1;2;18;33;10;0.121;8.5;0.86505;0.28901;0;0;Ursus.arctos;Ursus.spelaeus;5
314;1;3;18;5;3;0.018;1.3;0.98614;0.10326;0;0;Ursus.arctos;Panthera.spelaea;5
315;1;4;18;6;1;0.022;1.5;0.51206;0.84473;0;0;Ursus.arctos;Panthera.leo;5
316;1;5;18;12;3;0.044;3.1;0.63129;0.65089;0;0;Ursus.arctos;Panthera.pardus;5
317;1;6;18;10;5;0.037;2.6;0.98541;0.07073;0;0;Ursus.arctos;Felis.silvestris;5
318;1;7;18;31;12;0.114;8;0.99381;0.02604;0;1;Ursus.arctos;Crocuta.crocuta;5
319;1;8;18;42;14;0.154;10.8;0.98303;0.06363;0;0;Ursus.arctos;Canis.lupus;5
320;1;9;18;39;10;0.143;10;0.60021;0.616;0;0;Ursus.arctos;Vulpes.vulpes;5
321;1;10;18;1;0;0.004;0.3;0.74286;1;0;0;Ursus.arctos;Vulpes.lagopus;5
322;1;11;18;11;1;0.04;2.8;0.15951;0.97208;0;0;Ursus.arctos;Meles.meles;5
323;1;12;18;51;10;0.187;13.1;0.05671;0.98493;0;0;Ursus.arctos;Homo_neand;5
324;1;13;18;2;2;0.007;0.5;1;0.06335;0;0;Ursus.arctos;Homo.sapiens;5
325;2;3;33;5;3;0.034;2.4;0.85529;0.44494;0;0;Ursus.spelaeus;Panthera.spelaea;5
326;2;4;33;6;4;0.04;2.8;0.92458;0.28327;0;0;Ursus.spelaeus;Panthera.leo;5
327;2;5;33;12;5;0.081;5.7;0.46208;0.76759;0;0;Ursus.spelaeus;Panthera.pardus;5
328;2;6;33;10;5;0.067;4.7;0.70479;0.55599;0;0;Ursus.spelaeus;Felis.silvestris;5
329;2;7;33;31;20;0.209;14.6;0.99788;0.00899;0;1;Ursus.spelaeus;Crocuta.crocuta;5
330;2;8;33;42;27;0.283;19.8;0.99994;0.00043;0;1;Ursus.spelaeus;Canis.lupus;5
331;2;9;33;39;23;0.263;18.4;0.99351;0.02318;0;1;Ursus.spelaeus;Vulpes.vulpes;5
332;2;10;33;1;0;0.007;0.5;0.52857;1;0;0;Ursus.spelaeus;Vulpes.lagopus;5
333;2;11;33;11;8;0.074;5.2;0.98646;0.0634;0;0;Ursus.spelaeus;Meles.meles;5
334;2;12;33;51;20;0.343;24;0.02785;0.99314;1;0;Ursus.spelaeus;Homo_neand;5
335;2;13;33;2;2;0.013;0.9;1;0.21863;0;0;Ursus.spelaeus;Homo.sapiens;5
336;3;4;5;6;0;0.006;0.4;0.62997;1;0;0;Panthera.spelaea;Panthera.leo;5
337;3;5;5;12;0;0.012;0.9;0.37859;1;0;0;Panthera.spelaea;Panthera.pardus;5
338;3;6;5;10;0;0.01;0.7;0.45125;1;0;0;Panthera.spelaea;Felis.silvestris;5
339;3;7;5;31;4;0.032;2.2;0.98596;0.11543;0;0;Panthera.spelaea;Crocuta.crocuta;5
340;3;8;5;42;5;0.043;3;1;0.07029;0;0;Panthera.spelaea;Canis.lupus;5
341;3;9;5;39;3;0.04;2.8;0.74176;0.60937;0;0;Panthera.spelaea;Vulpes.vulpes;5
342;3;10;5;1;1;0.001;0.1;1;0.07143;0;0;Panthera.spelaea;Vulpes.lagopus;5
343;3;11;5;11;1;0.011;0.8;0.8273;0.58635;0;0;Panthera.spelaea;Meles.meles;5
344;3;12;5;51;2;0.052;3.6;0.11937;0.98271;0;0;Panthera.spelaea;Homo_neand;5
345;3;13;5;2;0;0.002;0.1;0.86128;1;0;0;Panthera.spelaea;Homo.sapiens;5
346;4;5;6;12;0;0.015;1;0.3087;1;0;0;Panthera.leo;Panthera.pardus;5
347;4;6;6;10;0;0.012;0.9;0.38183;1;0;0;Panthera.leo;Felis.silvestris;5
348;4;7;6;31;4;0.038;2.7;0.94385;0.23398;0;0;Panthera.leo;Crocuta.crocuta;5
349;4;8;6;42;4;0.051;3.6;0.77833;0.54436;0;0;Panthera.leo;Canis.lupus;5
350;4;9;6;39;3;0.048;3.3;0.54729;0.76602;0;0;Panthera.leo;Vulpes.vulpes;5
351;4;10;6;1;0;0.001;0.1;0.91429;1;0;0;Panthera.leo;Vulpes.lagopus;5
352;4;11;6;11;0;0.013;0.9;0.34365;1;0;0;Panthera.leo;Meles.meles;5
353;4;12;6;51;1;0.062;4.4;0.00473;0.99979;1;0;Panthera.leo;Homo_neand;5
354;4;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Homo.sapiens;5
355;5;6;12;10;6;0.024;1.7;0.99994;0.00105;0;1;Panthera.pardus;Felis.silvestris;5
356;5;7;12;31;9;0.076;5.3;0.99659;0.02073;0;1;Panthera.pardus;Crocuta.crocuta;5
357;5;8;12;42;7;0.103;7.2;0.57096;0.67826;0;0;Panthera.pardus;Canis.lupus;5
358;5;9;12;39;8;0.096;6.7;0.87743;0.30453;0;0;Panthera.pardus;Vulpes.vulpes;5
359;5;10;12;1;0;0.002;0.2;0.82857;1;0;0;Panthera.pardus;Vulpes.lagopus;5
360;5;11;12;11;3;0.027;1.9;0.91428;0.2806;0;0;Panthera.pardus;Meles.meles;5
361;5;12;12;51;10;0.125;8.7;0.90002;0.30535;0;0;Panthera.pardus;Homo_neand;5
362;5;13;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Homo.sapiens;5
363;6;7;10;31;5;0.063;4.4;0.76994;0.47666;0;0;Felis.silvestris;Crocuta.crocuta;5
364;6;8;10;42;6;0.086;6;0.62957;0.64118;0;0;Felis.silvestris;Canis.lupus;5
365;6;9;10;39;9;0.08;5.6;0.9984;0.01816;0;1;Felis.silvestris;Vulpes.vulpes;5
366;6;10;10;1;0;0.002;0.1;0.85714;1;0;0;Felis.silvestris;Vulpes.lagopus;5
367;6;11;10;11;3;0.022;1.6;0.95613;0.18576;0;0;Felis.silvestris;Meles.meles;5
368;6;12;10;51;7;0.104;7.3;0.5476;0.73519;0;0;Felis.silvestris;Homo_neand;5
369;6;13;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Homo.sapiens;5
370;7;8;31;42;24;0.266;18.6;0.9984;0.00747;0;1;Crocuta.crocuta;Canis.lupus;5
371;7;9;31;39;20;0.247;17.3;0.9416;0.14011;0;0;Crocuta.crocuta;Vulpes.vulpes;5
372;7;10;31;1;1;0.006;0.4;1;0.44286;0;0;Crocuta.crocuta;Vulpes.lagopus;5
373;7;11;31;11;5;0.07;4.9;0.66308;0.59312;0;0;Crocuta.crocuta;Meles.meles;5
374;7;12;31;51;19;0.323;22.6;0.04763;0.98656;1;0;Crocuta.crocuta;Homo_neand;5
375;7;13;31;2;2;0.013;0.9;1;0.19255;0;0;Crocuta.crocuta;Homo.sapiens;5
376;8;9;42;39;26;0.334;23.4;0.9361;0.1512;0;0;Canis.lupus;Vulpes.vulpes;5
377;8;10;42;1;1;0.009;0.6;1;0.6;0;0;Canis.lupus;Vulpes.lagopus;5
378;8;11;42;11;9;0.094;6.6;0.97898;0.09891;0;0;Canis.lupus;Meles.meles;5
379;8;12;42;51;27;0.437;30.6;0.0421;0.98973;1;0;Canis.lupus;Homo_neand;5
380;8;13;42;2;1;0.017;1.2;0.64348;0.84348;0;0;Canis.lupus;Homo.sapiens;5
381;9;10;39;1;0;0.008;0.6;0.44286;1;0;0;Vulpes.vulpes;Vulpes.lagopus;5
382;9;11;39;11;9;0.088;6.1;0.99012;0.05542;0;0;Vulpes.vulpes;Meles.meles;5
383;9;12;39;51;28;0.406;28.4;0.52037;0.6879;0;0;Vulpes.vulpes;Homo_neand;5
384;9;13;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Homo.sapiens;5
385;10;11;1;11;0;0.002;0.2;0.84286;1;0;0;Vulpes.lagopus;Meles.meles;5
386;10;12;1;51;0;0.01;0.7;0.27143;1;0;0;Vulpes.lagopus;Homo_neand;5
387;10;13;1;2;0;0;0;0.97143;1;0;0;Vulpes.lagopus;Homo.sapiens;5
388;11;12;11;51;7;0.114;8;0.34022;0.86716;0;0;Meles.meles;Homo_neand;5
389;11;13;11;2;0;0.004;0.3;0.70849;1;0;0;Meles.meles;Homo.sapiens;5
390;12;13;51;2;0;0.021;1.5;0.07081;1;0;0;Homo_neand;Homo.sapiens;5
391;1;2;19;33;9;0.128;9;0.61553;0.59608;0;0;Ursus.arctos;Ursus.spelaeus;6
392;1;3;19;6;3;0.023;1.6;0.95758;0.19633;0;0;Ursus.arctos;Panthera.spelaea;6
393;1;4;19;7;1;0.027;1.9;0.38202;0.90342;0;0;Ursus.arctos;Panthera.leo;6
394;1;5;19;11;3;0.043;3;0.65978;0.62537;0;0;Ursus.arctos;Panthera.pardus;6
395;1;6;19;11;5;0.043;3;0.96394;0.13284;0;0;Ursus.arctos;Felis.silvestris;6
396;1;7;19;28;12;0.109;7.6;0.9963;0.01663;0;1;Ursus.arctos;Crocuta.crocuta;6
397;1;8;19;43;15;0.167;11.7;0.98518;0.05671;0;0;Ursus.arctos;Canis.lupus;6
398;1;9;19;43;12;0.167;11.7;0.67307;0.54149;0;0;Ursus.arctos;Vulpes.vulpes;6
399;1;10;19;2;0;0.008;0.5;0.52795;1;0;0;Ursus.arctos;Vulpes.lagopus;6
400;1;11;19;13;1;0.05;3.5;0.07358;0.98997;0;0;Ursus.arctos;Meles.meles;6
401;1;12;19;51;12;0.198;13.8;0.20658;0.91942;0;0;Ursus.arctos;Homo_neand;6
402;1;13;19;2;2;0.008;0.5;1;0.07081;0;0;Ursus.arctos;Homo.sapiens;6
403;2;3;33;6;5;0.04;2.8;0.99155;0.07542;0;0;Ursus.spelaeus;Panthera.spelaea;6
404;2;4;33;7;4;0.047;3.3;0.8304;0.43483;0;0;Ursus.spelaeus;Panthera.leo;6
405;2;5;33;11;5;0.074;5.2;0.5831;0.67189;0;0;Ursus.spelaeus;Panthera.pardus;6
406;2;6;33;11;6;0.074;5.2;0.80621;0.4169;0;0;Ursus.spelaeus;Felis.silvestris;6
407;2;7;33;28;17;0.189;13.2;0.9825;0.05318;0;0;Ursus.spelaeus;Crocuta.crocuta;6
408;2;8;33;43;27;0.29;20.3;0.99986;0.00092;0;1;Ursus.spelaeus;Canis.lupus;6
409;2;9;33;43;24;0.29;20.3;0.98187;0.05556;0;0;Ursus.spelaeus;Vulpes.vulpes;6
410;2;10;33;2;0;0.013;0.9;0.27578;1;0;0;Ursus.spelaeus;Vulpes.lagopus;6
411;2;11;33;13;10;0.088;6.1;0.997;0.01816;0;1;Ursus.spelaeus;Meles.meles;6
412;2;12;33;51;21;0.343;24;0.08539;0.97215;0;0;Ursus.spelaeus;Homo_neand;6
413;2;13;33;2;2;0.013;0.9;1;0.21863;0;0;Ursus.spelaeus;Homo.sapiens;6
414;3;4;6;7;0;0.009;0.6;0.51821;1;0;0;Panthera.spelaea;Panthera.leo;6
415;3;5;6;11;1;0.013;0.9;0.76366;0.65635;0;0;Panthera.spelaea;Panthera.pardus;6
416;3;6;6;11;0;0.013;0.9;0.34365;1;0;0;Panthera.spelaea;Felis.silvestris;6
417;3;7;6;28;3;0.034;2.4;0.83119;0.45564;0;0;Panthera.spelaea;Crocuta.crocuta;6
418;3;8;6;43;5;0.053;3.7;0.9535;0.24472;0;0;Panthera.spelaea;Canis.lupus;6
419;3;9;6;43;4;0.053;3.7;0.75528;0.57509;0;0;Panthera.spelaea;Vulpes.vulpes;6
420;3;10;6;2;1;0.002;0.2;0.99379;0.16522;0;0;Panthera.spelaea;Vulpes.lagopus;6
421;3;11;6;13;1;0.016;1.1;0.69191;0.72324;0;0;Panthera.spelaea;Meles.meles;6
422;3;12;6;51;2;0.062;4.4;0.04242;0.99527;1;0;Panthera.spelaea;Homo_neand;6
423;3;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.spelaea;Homo.sapiens;6
424;4;5;7;11;0;0.016;1.1;0.28458;1;0;0;Panthera.leo;Panthera.pardus;6
425;4;6;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.leo;Felis.silvestris;6
426;4;7;7;28;5;0.04;2.8;0.98581;0.08478;0;0;Panthera.leo;Crocuta.crocuta;6
427;4;8;7;43;5;0.061;4.3;0.83581;0.44604;0;0;Panthera.leo;Canis.lupus;6
428;4;9;7;43;5;0.061;4.3;0.83581;0.44604;0;0;Panthera.leo;Vulpes.vulpes;6
429;4;10;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Vulpes.lagopus;6
430;4;11;7;13;1;0.019;1.3;0.61407;0.77945;0;0;Panthera.leo;Meles.meles;6
431;4;12;7;51;3;0.073;5.1;0.0809;0.98644;0;0;Panthera.leo;Homo_neand;6
432;4;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Homo.sapiens;6
433;5;6;11;11;6;0.025;1.7;0.99993;0.00114;0;1;Panthera.pardus;Felis.silvestris;6
434;5;7;11;28;7;0.063;4.4;0.9805;0.08075;0;0;Panthera.pardus;Crocuta.crocuta;6
435;5;8;11;43;8;0.097;6.8;0.88194;0.31407;0;0;Panthera.pardus;Canis.lupus;6
436;5;9;11;43;9;0.097;6.8;0.97342;0.11806;0;0;Panthera.pardus;Vulpes.vulpes;6
437;5;10;11;2;0;0.004;0.3;0.70849;1;0;0;Panthera.pardus;Vulpes.lagopus;6
438;5;11;11;13;3;0.029;2;0.8874;0.331;0;0;Panthera.pardus;Meles.meles;6
439;5;12;11;51;8;0.114;8;0.62537;0.65978;0;0;Panthera.pardus;Homo_neand;6
440;5;13;11;2;0;0.004;0.3;0.70849;1;0;0;Panthera.pardus;Homo.sapiens;6
441;6;7;11;28;6;0.063;4.4;0.91925;0.22886;0;0;Felis.silvestris;Crocuta.crocuta;6
442;6;8;11;43;7;0.097;6.8;0.68593;0.57543;0;0;Felis.silvestris;Canis.lupus;6
443;6;9;11;43;10;0.097;6.8;0.99734;0.02658;0;1;Felis.silvestris;Vulpes.vulpes;6
444;6;10;11;2;0;0.004;0.3;0.70849;1;0;0;Felis.silvestris;Vulpes.lagopus;6
445;6;11;11;13;4;0.029;2;0.97476;0.1126;0;0;Felis.silvestris;Meles.meles;6
446;6;12;11;51;8;0.114;8;0.62537;0.65978;0;0;Felis.silvestris;Homo_neand;6
447;6;13;11;2;0;0.004;0.3;0.70849;1;0;0;Felis.silvestris;Homo.sapiens;6
448;7;8;28;43;22;0.246;17.2;0.99666;0.01448;0;1;Crocuta.crocuta;Canis.lupus;6
449;7;9;28;43;20;0.246;17.2;0.95211;0.12415;0;0;Crocuta.crocuta;Vulpes.vulpes;6
450;7;10;28;2;1;0.011;0.8;0.84348;0.64348;0;0;Crocuta.crocuta;Vulpes.lagopus;6
451;7;11;28;13;6;0.074;5.2;0.79356;0.42057;0;0;Crocuta.crocuta;Meles.meles;6
452;7;12;28;51;18;0.291;20.4;0.14873;0.94344;0;0;Crocuta.crocuta;Homo_neand;6
453;7;13;28;2;2;0.011;0.8;1;0.15652;0;0;Crocuta.crocuta;Homo.sapiens;6
454;8;9;43;43;29;0.377;26.4;0.93989;0.14645;0;0;Canis.lupus;Vulpes.vulpes;6
455;8;10;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Canis.lupus;Vulpes.lagopus;6
456;8;11;43;13;11;0.114;8;0.9905;0.05203;0;0;Canis.lupus;Meles.meles;6
457;8;12;43;51;29;0.448;31.3;0.15638;0.94329;0;0;Canis.lupus;Homo_neand;6
458;8;13;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Canis.lupus;Homo.sapiens;6
459;9;10;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Vulpes.vulpes;Vulpes.lagopus;6
460;9;11;43;13;11;0.114;8;0.9905;0.05203;0;0;Vulpes.vulpes;Meles.meles;6
461;9;12;43;51;31;0.448;31.3;0.54149;0.67307;0;0;Vulpes.vulpes;Homo_neand;6
462;9;13;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Vulpes.vulpes;Homo.sapiens;6
463;10;11;2;13;0;0.005;0.4;0.66087;1;0;0;Vulpes.lagopus;Meles.meles;6
464;10;12;2;51;0;0.021;1.5;0.07081;1;0;0;Vulpes.lagopus;Homo_neand;6
465;10;13;2;2;0;0.001;0.1;0.94327;1;0;0;Vulpes.lagopus;Homo.sapiens;6
466;11;12;13;51;9;0.135;9.5;0.49399;0.75444;0;0;Meles.meles;Homo_neand;6
467;11;13;13;2;0;0.005;0.4;0.66087;1;0;0;Meles.meles;Homo.sapiens;6
468;12;13;51;2;0;0.021;1.5;0.07081;1;0;0;Homo_neand;Homo.sapiens;6
469;1;2;19;34;9;0.132;9.2;0.55834;0.65168;0;0;Ursus.arctos;Ursus.spelaeus;7
470;1;3;19;6;3;0.023;1.6;0.95758;0.19633;0;0;Ursus.arctos;Panthera.spelaea;7
471;1;4;19;8;2;0.031;2.2;0.62668;0.69954;0;0;Ursus.arctos;Panthera.leo;7
472;1;5;19;11;3;0.043;3;0.65978;0.62537;0;0;Ursus.arctos;Panthera.pardus;7
473;1;6;19;9;5;0.035;2.4;0.99026;0.05442;0;0;Ursus.arctos;Felis.silvestris;7
474;1;7;19;32;12;0.124;8.7;0.98042;0.06446;0;0;Ursus.arctos;Crocuta.crocuta;7
475;1;8;19;41;15;0.159;11.1;0.993;0.03073;0;1;Ursus.arctos;Canis.lupus;7
476;1;9;19;42;12;0.163;11.4;0.72463;0.48161;0;0;Ursus.arctos;Vulpes.vulpes;7
477;1;10;19;2;0;0.008;0.5;0.52795;1;0;0;Ursus.arctos;Vulpes.lagopus;7
478;1;11;19;11;1;0.043;3;0.13421;0.97799;0;0;Ursus.arctos;Meles.meles;7
479;1;12;19;50;11;0.194;13.6;0.11023;0.96389;0;0;Ursus.arctos;Homo_neand;7
480;1;13;19;2;2;0.008;0.5;1;0.07081;0;0;Ursus.arctos;Homo.sapiens;7
481;2;3;34;6;5;0.042;2.9;0.98974;0.08666;0;0;Ursus.spelaeus;Panthera.spelaea;7
482;2;4;34;8;5;0.056;3.9;0.88781;0.32264;0;0;Ursus.spelaeus;Panthera.leo;7
483;2;5;34;11;5;0.076;5.3;0.54175;0.70873;0;0;Ursus.spelaeus;Panthera.pardus;7
484;2;6;34;9;5;0.062;4.4;0.78937;0.46266;0;0;Ursus.spelaeus;Felis.silvestris;7
485;2;7;34;32;20;0.222;15.5;0.99163;0.02839;0;1;Ursus.spelaeus;Crocuta.crocuta;7
486;2;8;34;41;27;0.284;19.9;0.99991;0.00059;0;1;Ursus.spelaeus;Canis.lupus;7
487;2;9;34;42;24;0.291;20.4;0.97785;0.06471;0;0;Ursus.spelaeus;Vulpes.vulpes;7
488;2;10;34;2;0;0.014;1;0.26087;1;0;0;Ursus.spelaeus;Vulpes.lagopus;7
489;2;11;34;11;9;0.076;5.3;0.99769;0.01758;0;1;Ursus.spelaeus;Meles.meles;7
490;2;12;34;50;20;0.347;24.3;0.02198;0.99476;1;0;Ursus.spelaeus;Homo_neand;7
491;2;13;34;2;2;0.014;1;1;0.2323;0;0;Ursus.spelaeus;Homo.sapiens;7
492;3;4;6;8;0;0.01;0.7;0.46886;1;0;0;Panthera.spelaea;Panthera.leo;7
493;3;5;6;11;1;0.013;0.9;0.76366;0.65635;0;0;Panthera.spelaea;Panthera.pardus;7
494;3;6;6;9;0;0.011;0.8;0.42348;1;0;0;Panthera.spelaea;Felis.silvestris;7
495;3;7;6;32;3;0.039;2.7;0.74192;0.57721;0;0;Panthera.spelaea;Crocuta.crocuta;7
496;3;8;6;41;5;0.05;3.5;0.96571;0.20004;0;0;Panthera.spelaea;Canis.lupus;7
497;3;9;6;42;4;0.051;3.6;0.77833;0.54436;0;0;Panthera.spelaea;Vulpes.vulpes;7
498;3;10;6;2;1;0.002;0.2;0.99379;0.16522;0;0;Panthera.spelaea;Vulpes.lagopus;7
499;3;11;6;11;1;0.013;0.9;0.76366;0.65635;0;0;Panthera.spelaea;Meles.meles;7
500;3;12;6;50;2;0.061;4.3;0.05147;0.99379;0;0;Panthera.spelaea;Homo_neand;7
501;3;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.spelaea;Homo.sapiens;7
502;4;5;8;11;0;0.018;1.3;0.23489;1;0;0;Panthera.leo;Panthera.pardus;7
503;4;6;8;9;1;0.015;1;0.72786;0.68806;0;0;Panthera.leo;Felis.silvestris;7
504;4;7;8;32;6;0.052;3.7;0.98534;0.08214;0;0;Panthera.leo;Crocuta.crocuta;7
505;4;8;8;41;6;0.067;4.7;0.92082;0.27256;0;0;Panthera.leo;Canis.lupus;7
506;4;9;8;42;5;0.069;4.8;0.69743;0.59777;0;0;Panthera.leo;Vulpes.vulpes;7
507;4;10;8;2;0;0.003;0.2;0.78302;1;0;0;Panthera.leo;Vulpes.lagopus;7
508;4;11;8;11;1;0.018;1.3;0.6324;0.76511;0;0;Panthera.leo;Meles.meles;7
509;4;12;8;50;3;0.082;5.7;0.03764;0.99455;1;0;Panthera.leo;Homo_neand;7
510;4;13;8;2;0;0.003;0.2;0.78302;1;0;0;Panthera.leo;Homo.sapiens;7
511;5;6;11;9;5;0.02;1.4;0.99976;0.00347;0;1;Panthera.pardus;Felis.silvestris;7
512;5;7;11;32;9;0.072;5;0.99881;0.01031;0;1;Panthera.pardus;Crocuta.crocuta;7
513;5;8;11;41;6;0.092;6.4;0.50966;0.73711;0;0;Panthera.pardus;Canis.lupus;7
514;5;9;11;42;8;0.094;6.6;0.90109;0.27761;0;0;Panthera.pardus;Vulpes.vulpes;7
